feature,family,mean_abs_weighted_shap,mean_weighted_shap,importance_fraction
mc3__xtb_mc3_xtb_q_P_mean_std,Three-conformer xTB,7.35015300089679e-05,4.059716046205336e-05,3.011394994847574e-05
mc3__xtb_mc3_xtb_q_neg_sum_min,Three-conformer xTB,7.34324006209366e-05,1.1695271190470237e-05,3.0085627287289102e-05
single__xtb_q_S_std,Single-conformer xTB,7.342934002809205e-05,2.4536481755259607e-05,3.0084373346864704e-05
cheap__v4__v4_gast3d_dipole_z_abs_mean,2D descriptors,7.303627574205987e-05,1.5822364829663037e-06,2.9923332913629337e-05
cheap__v5__v5_gast_epair_F_F_absq,2D descriptors,7.070033395239117e-05,-5.806753722658365e-06,2.8966285704842617e-05
cheap__v4__v4_mmffq3d_pair_same_q_dist_mean_min,2D descriptors,6.978406925646318e-05,-6.342023225988986e-06,2.8590887407836226e-05
mc3__xtb_mc3_xtb_q_F_abs_sum_lowe,Three-conformer xTB,6.909526219529444e-05,-8.497851561775395e-08,2.8308679658396706e-05
cheap__v5__v5_mmffq_epair_N_O_count,2D descriptors,6.892655278408853e-05,-2.414592840800372e-05,2.8239558556233643e-05
mc3__xtb_mc3_xtb_q_Cl_mean_range,Three-conformer xTB,6.886906994782307e-05,-9.753181245698045e-06,2.8216007546424954e-05
mc3__xtb_mc3_xtb_q_Cl_mean_std,Three-conformer xTB,6.748482516649544e-05,-5.593077727370154e-06,2.7648875432899526e-05
cheap__v4__v4_gast3d_dipole_y_abs_mean,2D descriptors,6.625762247352436e-05,-2.2654273452994545e-06,2.714608426014085e-05
mc3__xtb_mc3_xtb_q_Cl_abs_sum_std,Three-conformer xTB,6.510093332327428e-05,2.319024583810426e-07,2.667218284377134e-05
cheap__v5__v5_mmffq_pair_abs_qprod_sum,2D descriptors,6.500934168594505e-05,4.421039472496282e-05,2.6634657285025902e-05
cheap__v4__v4_gast3d_dipole_per_heavy_atom_mean,2D descriptors,6.492184544280821e-05,5.27644772940826e-06,2.659880963006986e-05
atom3d__pair_C_N_count_mean,Atom-resolved 3D,6.438422374621166e-05,2.6437441077363182e-05,2.637854329193312e-05
mc3__xtb_mc3_xtb_q_S_std_range,Three-conformer xTB,6.387648391549116e-05,-8.09465550310343e-06,2.6170519705930226e-05
mc3__xtb_mc3_xtb_q_S_std_lowe,Three-conformer xTB,6.387409659969591e-05,-1.2355103514543853e-05,2.6169541610530574e-05
cheap__v4__v4_mmffq3d_qcov_eig3_mean,2D descriptors,6.0716691532249296e-05,1.0857392487262801e-05,2.4875936726978487e-05
mc3__xtb_mc3_xtb_q_Br_sum_range,Three-conformer xTB,5.998204151159855e-05,-2.117485719742923e-05,2.457494688433407e-05
cheap__v4__v4_gast3d_qcov_trace_min,2D descriptors,5.965402814044321e-05,-1.4622013704485803e-07,2.444055814113107e-05
cheap__v4__v4_gast3d_pair_opposite_q_dist_mean_mean,2D descriptors,5.8753767870862325e-05,-7.583430791012216e-06,2.407171693883974e-05
mc3__xtb_mc3_xtb_q_Cl_sum_min,Three-conformer xTB,5.8015069003799425e-05,-2.4614376002535706e-06,2.3769068263267765e-05
cheap__v4__v4_mmffq3d_qcov_trace_lowE,2D descriptors,5.6447334408872376e-05,1.3006062695874676e-06,2.3126759441691305e-05
mc3__xtb_mc3_xtb_q_S_abs_sum_lowe,Three-conformer xTB,5.5319419433764234e-05,1.4761479005463559e-05,2.2664646950939088e-05
cheap__v4__v4_mmffq3d_qcov_eig3_lowE,2D descriptors,5.481126236975868e-05,1.0732145248319455e-05,2.2456452422341378e-05
mc3__xtb_mc3_xtb_q_Cl_std_range,Three-conformer xTB,5.3541801113770456e-05,-2.3217717238519514e-05,2.1936347701804345e-05
cheap__v4__v4_gast3d_abs_charge_moment3_lowE,2D descriptors,5.1648868124146385e-05,1.4667065538862974e-05,2.1160803447169063e-05
mc3__xtb_mc3_xtb_total_energy_eh_lowe,Three-conformer xTB,5.15269896942233e-05,-1.514879393963599e-05,2.1110869235758024e-05
cheap__v4__v4_gast3d_qcov_eig2_max,2D descriptors,5.1351060645114375e-05,-3.897912237177911e-06,2.1038790211298225e-05
mc3__xtb_mc3_xtb_q_S_std_max,Three-conformer xTB,5.086785996692593e-05,1.908439555519807e-05,2.0840820440651805e-05
cheap__v4__v4_mmffq3d_abs_charge_moment1_min,2D descriptors,5.055616884636881e-05,-1.495141510144286e-05,2.0713119006372868e-05
mc3__xtb_mc3_xtb_q_Cl_sum_lowe,Three-conformer xTB,5.040920454995966e-05,4.471513979108822e-06,2.0652906988123205e-05
cheap__v4__v4_mmffq3d_pair_opposite_q_dist_mean_max,2D descriptors,4.963650424696043e-05,5.504950858327525e-06,2.0336327751652187e-05
mc3__xtb_mc3_xtb_q_pos_sum_lowe,Three-conformer xTB,4.9495035452938904e-05,-8.441617592103673e-06,2.0278367268626652e-05
mc3__xtb_mc3_xtb_q_Si_mean_range,Three-conformer xTB,4.9120332683109065e-05,-3.289469539220972e-05,2.012484964178495e-05
cheap__v4__v4_mmffq3d_dipole_x_abs_min,2D descriptors,4.871395890214411e-05,9.896916566483402e-07,1.9958356240914813e-05
mc3__xtb_mc3_xtb_q_Cl_std_lowe,Three-conformer xTB,4.8290504450376355e-05,-1.9042984557439135e-05,1.9784864802512952e-05
mc3__xtb_mc3_xtb_q_Cl_abs_sum_lowe,Three-conformer xTB,4.821629868557122e-05,3.0402001823070835e-06,1.9754462323993695e-05
mc3__xtb_mc3_xtb_q_S_std_mean,Three-conformer xTB,4.814070212309708e-05,1.611719379398821e-05,1.9723490028609566e-05
mc3__xtb_mc3_xtb_q_P_mean_range,Three-conformer xTB,4.681544903023854e-05,8.529244173542617e-06,1.9180527109299784e-05
cheap__v4__v4_mmffq3d_signed_charge_second_moment_lowE,2D descriptors,4.637194034828847e-05,-3.7662268827853117e-07,1.8998819350994218e-05
cheap__v4__v4_gast3d_dipole_norm_max,2D descriptors,4.509900693491406e-05,4.478342732406414e-06,1.847729206995092e-05
mc3__xtb_mc3_xtb_q_Si_mean_std,Three-conformer xTB,4.475205170793802e-05,-2.6028995768426844e-05,1.8335142752266737e-05
cheap__v5__v5_mmffq_epair_C_F_count,2D descriptors,4.427759733940092e-05,5.106394337029484e-06,1.8140756389081932e-05
cheap__v5__v5_mmffq_pair_opp_abs_qprod_sum,2D descriptors,4.421776796435226e-05,-2.934735630877439e-05,1.811624399042242e-05
mc3__xtb_mc3_xtb_q_Cl_sum_mean,Three-conformer xTB,4.37213023033014e-05,-3.293158740872579e-05,1.7912839488962406e-05
cheap__v4__v4_gast3d_abs_charge_moment1_lowE,2D descriptors,4.153074875181823e-05,4.9073067103562625e-06,1.7015358579370842e-05
mc3__xtb_mc3_xtb_q_P_abs_sum_range,Three-conformer xTB,4.093985300779209e-05,-8.5471712463054e-07,1.677326559357586e-05
mc3__xtb_mc3_xtb_q_Cl_std_min,Three-conformer xTB,4.0390767302897406e-05,1.7078149646559367e-05,1.6548302393046504e-05
cheap__v4__v4_gast3d_abs_signed_charge_second_moment_max,2D descriptors,3.9744757775576545e-05,1.6926853524204747e-06,1.6283629010470585e-05
atom3d__charge_cov_trace_min,Atom-resolved 3D,3.758424825852767e-05,-1.3166764580683619e-05,1.5398457294294378e-05
cheap__v4__v4_mmffq3d_pair_abs_q_dist2_sum_lowE,2D descriptors,3.75050633065522e-05,2.0296372947400175e-06,1.53660148175164e-05
cheap__v4__v4_mmffq3d_pair_same_q_dist_sum_lowE,2D descriptors,3.735904938192276e-05,6.183048902159287e-06,1.5306192171409098e-05
cheap__v4__v4_gast3d_abs_charge_moment2_mean,2D descriptors,3.682737073448968e-05,-1.979551910471393e-05,1.5088360730682362e-05
atom3d__pair_N_O_count_lowe,Atom-resolved 3D,3.668437821995544e-05,-2.8930697783343946e-05,1.5029775971628156e-05
single__xtb_q_Cl_std,Single-conformer xTB,3.59439717971753e-05,-9.412830818567408e-06,1.4726427701811043e-05
cheap__v4__v4_mmffq3d_dipole_heavy_norm_max,2D descriptors,3.3747452688518473e-05,-1.9513399470199087e-06,1.3826502673163452e-05
cheap__v4__v4_gast3d_dipole_per_abs_charge_lowE,2D descriptors,3.3700275247442324e-05,1.8710432216540788e-06,1.380717383607542e-05
mc3__xtb_mc3_xtb_q_Br_sum_mean,Three-conformer xTB,3.3161995655300506e-05,2.2383228791984255e-05,1.3586637954794216e-05
mc3__xtb_mc3_xtb_q_F_sum_lowe,Three-conformer xTB,3.259013774089044e-05,5.667135444403176e-06,1.3352344864431563e-05
mc3__xtb_mc3_xtb_q_pos_sum_max,Three-conformer xTB,3.235112201927514e-05,-2.5228465489733015e-06,1.3254418910009338e-05
cheap__v4__v4_mmffq3d_pair_opposite_q_dist_sum_min,2D descriptors,3.2142218139409346e-05,3.689674025860747e-06,1.3168829930003707e-05
cheap__v4__v4_gast3d_dipole_z_abs_lowE,2D descriptors,3.210021150054043e-05,-8.561762655422795e-07,1.3151619596827676e-05
mc3__xtb_mc3_xtb_q_P_sum_max,Three-conformer xTB,3.139277160021788e-05,-1.3010176766488895e-05,1.2861777878604008e-05
cheap__v4__v4_mmffq_q_F_sum,2D descriptors,3.1121124669335106e-05,4.303281004034246e-06,1.2750482752104425e-05
mc3__xtb_mc3_xtb_q_F_sum_max,Three-conformer xTB,3.0557602225294785e-05,-4.838502409890257e-07,1.251960474626424e-05
single__xtb_q_Br_std,Single-conformer xTB,3.054178131610886e-05,-1.1366476310264724e-05,1.2513122839461673e-05
mc3__xtb_mc3_xtb_q_F_sum_min,Three-conformer xTB,3.0332452177817268e-05,4.10212885691614e-06,1.242735962892032e-05
cheap__v4__v4_mmffq3d_pair_opposite_q_dist_mean_min,2D descriptors,3.0106149578811403e-05,7.425857895573173e-06,1.2334642305364727e-05
cheap__v4__v4_mmffq3d_pair_same_q_dist_mean_max,2D descriptors,2.9966552424588245e-05,3.475350940168249e-06,1.2277448642665286e-05
cheap__v4__v4_mmffq3d_abs_signed_charge_second_moment_max,2D descriptors,2.956352354500772e-05,-5.151257078489629e-07,1.2112325664871525e-05
cheap__v4__v4_gast3d_dipole_y_abs_lowE,2D descriptors,2.8971339609261527e-05,-1.9227762678092667e-06,1.18697049003898e-05
cheap__v4__v4_mmffq3d_dipole_y_abs_lowE,2D descriptors,2.8599467646904262e-05,8.875409858967388e-07,1.1717347069739176e-05
cheap__v5__v5_mmffq_epair_N_N_count,2D descriptors,2.8403758648440424e-05,-1.8219749972180915e-05,1.1637164099622946e-05
mc3__xtb_mc3_xtb_n_atoms_lowe,Three-conformer xTB,2.830148744368449e-05,-3.207476872321326e-06,1.159526306789184e-05
cheap__v4__v4_gast3d_pos_neg_center_dist_mean,2D descriptors,2.781567683674511e-05,-2.235968668806074e-06,1.1396223996187806e-05
cheap__v4__v4_mmffq3d_dipole_z_abs_max,2D descriptors,2.651666996131526e-05,5.169847919332025e-06,1.0864014285387944e-05
mc3__xtb_mc3_xtb_q_Cl_sum_range,Three-conformer xTB,2.522262754431459e-05,-5.2971938233153944e-06,1.0333838538406782e-05
cheap__v4__v4_gast3d_dipole_x_abs_lowE,2D descriptors,2.4944366073521367e-05,2.5613948929851784e-06,1.0219833401329583e-05
mc3__xtb_mc3_xtb_q_Cl_std_std,Three-conformer xTB,2.4555329562595663e-05,-1.076487153824556e-05,1.0060443168000876e-05
mc3__xtb_mc3_xtb_q_Br_sum_lowe,Three-conformer xTB,2.45005067292621e-05,-8.618346742418818e-06,1.0037981974895927e-05
atom3d__charge_cov_trace_lowe,Atom-resolved 3D,2.403798597498124e-05,9.5879846095166e-06,9.848484874048562e-06
cheap__v4__v4_mmffq3d_qcov_eig2_max,2D descriptors,2.3745641390784316e-05,6.131035476841694e-07,9.728709813922059e-06
mc3__xtb_mc3_xtb_n_atoms_max,Three-conformer xTB,2.313380039286446e-05,3.0777937748305387e-06,9.478035451285853e-06
mc3__xtb_mc3_xtb_q_pos_sum_mean,Three-conformer xTB,2.207974109101582e-05,5.551521196300819e-07,9.046182004769538e-06
mc3__xtb_mc3_xtb_q_Cl_std_mean,Three-conformer xTB,2.1575488900955326e-05,-8.958761636456736e-06,8.83958732284879e-06
cheap__v4__v4_gast3d_abs_charge_moment1_max,2D descriptors,2.1377695336591686e-05,9.889610546180396e-07,8.758550295501868e-06
mc3__xtb_mc3_xtb_q_Si_sum_range,Three-conformer xTB,1.997806652123188e-05,-1.2214076953890079e-05,8.185115265141995e-06
mc3__xtb_mc3_xtb_q_Cl_abs_sum_mean,Three-conformer xTB,1.878005406875219e-05,-7.029758533130596e-06,7.694283482086292e-06
cheap__v4__v4_mmffq3d_dipole_per_abs_charge_min,2D descriptors,1.8688874782558706e-05,-2.618044025951124e-08,7.656926865694315e-06
mc3__xtb_mc3_xtb_q_Cl_sum_std,Three-conformer xTB,1.7623866506626004e-05,-5.571604867042931e-06,7.220587568917272e-06
mc3__xtb_mc3_xtb_q_Si_sum_std,Three-conformer xTB,1.7614854623002196e-05,-1.0645269270784285e-05,7.216895354451047e-06
cheap__v4__v4_gast3d_abs_charge_weighted_rg_mean,2D descriptors,1.7303597268527527e-05,-2.75753163460573e-06,7.089371636337947e-06
cheap__v4__v4_gast3d_pos_neg_center_dist_max,2D descriptors,1.7274389374501877e-05,-8.138888472532505e-07,7.07740501389238e-06
single__xtb_q_F_abs_sum,Single-conformer xTB,1.7257957856266422e-05,-1.1568551383532049e-05,7.0706729374626844e-06
cheap__v4__v4_gast3d_pos_neg_center_dist_min,2D descriptors,1.7153405387658497e-05,1.6027325006243491e-06,7.027837260351412e-06
cheap__v4__v4_mmffq3d_pair_abs_q_dist_sum_lowE,2D descriptors,1.672900686260404e-05,4.475978931733435e-06,6.8539590303317445e-06
cheap__v4__v4_gast3d_abs_charge_moment3_max,2D descriptors,1.5722117167459064e-05,2.043807778918362e-06,6.441431211121283e-06
cheap__v3__rd2d_HeavyAtomCount,2D descriptors,1.485263551426653e-05,-7.297108505663681e-06,6.085200164200719e-06
cheap__v4__v4_gast3d_abs_charge_weighted_rg_lowE,2D descriptors,1.4746597315055423e-05,3.0212916153143203e-06,6.041755775719552e-06
single__xtb_q_Si_abs_sum,Single-conformer xTB,1.4054580362813118e-05,-3.7824434884806033e-06,5.758232917613348e-06
cheap__v4__v4_gast3d_qcov_trace_max,2D descriptors,1.4005488812383498e-05,-2.0171798652577005e-06,5.73811986020692e-06
mc3__xtb_mc3_xtb_q_P_sum_std,Three-conformer xTB,1.3374953030633061e-05,3.383140789779222e-06,5.4797861497380495e-06
cheap__v4__v4_mmffq3d_pair_abs_q_dist_sum_mean,2D descriptors,1.3095758592345655e-05,1.954257516478747e-06,5.365398771142612e-06
mc3__xtb_mc3_xtb_q_Cl_std_max,Three-conformer xTB,1.2555916441397512e-05,-3.7798003081415465e-06,5.144222701586694e-06
mc3__xtb_mc3_xtb_q_F_sum_std,Three-conformer xTB,1.2506502318788158e-05,-6.599226173439539e-06,5.1239774847208086e-06
cheap__v4__v4_mmffq3d_pair_opposite_q_dist_sum_max,2D descriptors,1.1669572896958668e-05,-6.314842806013068e-06,4.781083252229254e-06
cheap__v4__v4_mmffq3d_qcov_trace_mean,2D descriptors,1.106494507493602e-05,6.348772887363953e-07,4.5333641643732e-06
cheap__v4__v4_mmffq3d_abs_charge_moment2_lowE,2D descriptors,1.1020553772177195e-05,1.7803948376004891e-06,4.515176822296596e-06
cheap__v4__v4_mmffq3d_abs_charge_weighted_rg_lowE,2D descriptors,1.0801571302222762e-05,2.624003582522792e-06,4.42545859277135e-06
cheap__v4__v4_gast3d_abs_charge_moment2_min,2D descriptors,9.275792479566233e-06,7.365017942745338e-07,3.8003392640673484e-06
cheap__v5__v5_mmffq_epair_F_F_signedq,2D descriptors,8.952714839997019e-06,-4.85400235343383e-06,3.6679727151496327e-06
mc3__xtb_mc3_xtb_q_Si_sum_lowe,Three-conformer xTB,8.389113121605496e-06,5.901936897857579e-06,3.437062230205354e-06
single__xtb_q_Si_mean,Single-conformer xTB,7.914194478003496e-06,2.1128909826257234e-07,3.2424856511697386e-06
mc3__xtb_mc3_xtb_q_Si_abs_sum_lowe,Three-conformer xTB,7.81951491720978e-06,5.32773922916961e-06,3.2036949545061755e-06
mc3__xtb_mc3_xtb_q_Si_abs_sum_mean,Three-conformer xTB,7.088604245460421e-06,-3.659154025011353e-06,2.9042371420881015e-06
cheap__v4__v4_mmffq3d_pair_same_q_dist_sum_max,2D descriptors,6.870275558833083e-06,2.7862642636327446e-06,2.814786770910659e-06
cheap__v4__v4_mmffq3d_abs_charge_moment1_mean,2D descriptors,6.8344599912510764e-06,-1.0403969647888615e-06,2.8001129510675997e-06
mc3__xtb_mc3_xtb_q_Si_sum_min,Three-conformer xTB,6.660158729468725e-06,-3.1135410845555053e-06,2.728700839338368e-06
mc3__xtb_mc3_xtb_q_Br_std_std,Three-conformer xTB,6.5491643685918145e-06,-2.4609839786449596e-06,2.683225886264568e-06
cheap__v4__v4_mmffq3d_abs_charge_moment2_min,2D descriptors,6.232518201472812e-06,-6.947549526653461e-07,2.553494344256736e-06
mc3__xtb_mc3_xtb_q_Br_std_min,Three-conformer xTB,6.226407596113732e-06,2.7048867006495597e-06,2.550990798222854e-06
cheap__v4__v4_gast3d_dipole_per_abs_charge_min,2D descriptors,6.198972056431829e-06,-3.0489373222511425e-06,2.539750318348633e-06
cheap__v4__v4_mmffq3d_pair_abs_q_dist2_sum_max,2D descriptors,5.3761076425549155e-06,2.3095417939231706e-06,2.20261859101115e-06
mc3__xtb_mc3_xtb_q_Br_std_mean,Three-conformer xTB,4.977334875533235e-06,2.570549944900025e-06,2.039239364137357e-06
mc3__xtb_mc3_xtb_q_P_sum_range,Three-conformer xTB,4.29316840345979e-06,1.9695501655749153e-06,1.7589328876064442e-06
mc3__xtb_mc3_xtb_q_P_std_std,Three-conformer xTB,3.345236219276908e-06,1.7517764181411378e-06,1.370560259913528e-06
mc3__xtb_mc3_xtb_q_Si_mean_max,Three-conformer xTB,3.3103044956614503e-06,1.778467683302507e-06,1.3562485554300766e-06
mc3__xtb_mc3_xtb_q_Br_std_max,Three-conformer xTB,3.1556049238540964e-06,-2.2935442743263402e-06,1.292867355584456e-06
mc3__xtb_mc3_xtb_q_Si_mean_mean,Three-conformer xTB,2.924697730949328e-06,-2.0990039430963883e-06,1.198263506534935e-06
cheap__v3__heavy_atoms_calc,2D descriptors,2.7205603819984414e-06,-4.0416349495231645e-07,1.1146273984407023e-06
mc3__xtb_mc3_xtb_q_P_std_min,Three-conformer xTB,1.801158327219824e-06,5.267596460291833e-07,7.379437095875455e-07
cheap__v5__v5_gast_epair_N_N_count,2D descriptors,1.7793726824484274e-06,-6.293407918689723e-07,7.29018020337797e-07
mc3__xtb_mc3_xtb_q_P_std_range,Three-conformer xTB,1.5077578621022102e-06,5.902545270791726e-07,6.177360496880398e-07
cheap__v5__v5_mmffq_epair_F_F_absq,2D descriptors,9.323313232688515e-07,4.4662835683275196e-07,3.819808757843379e-07
mc3__xtb_mc3_xtb_q_Br_std_lowe,Three-conformer xTB,8.476894971548285e-07,1.9067965801034914e-07,3.47302689971957e-07
mc3__xtb_mc3_xtb_q_Br_std_range,Three-conformer xTB,5.591228872064472e-07,-4.0382503234198074e-08,2.290754850725947e-07
mc3__xtb_mc3_xtb_q_P_std_lowe,Three-conformer xTB,4.676825184681529e-07,-2.8639533930815015e-08,1.916119018367193e-07
single__xtb_q_P_std,Single-conformer xTB,6.123474951515807e-08,-5.967811377521767e-08,2.5088187712309266e-08
mc3__xtb_mc3_xtb_q_P_std_max,Three-conformer xTB,2.9631279731209707e-08,-2.8708121080077354e-08,1.2140085718298133e-08
mc3__xtb_mc3_xtb_q_P_std_mean,Three-conformer xTB,2.1779440101461803e-08,-2.1779440101461803e-08,8.923147164980432e-09
mc3__xtb_mc3_xtb_q_Si_std_lowe,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_std_max,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_conformer_failure_rate,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_std_mean,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_std_min,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_std_range,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_std_std,Three-conformer xTB,0.0,0.0,0.0
cheap__v4__v4_gast3d_abs_charge_moment2_lowE,2D descriptors,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_sum_max,Three-conformer xTB,0.0,0.0,0.0
cheap__v5__v5_mmffq_epair_F_F_count,2D descriptors,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_sum_mean,Three-conformer xTB,0.0,0.0,0.0
mc3__n_conformer_failure,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_mean_min,Three-conformer xTB,0.0,0.0,0.0
single__xtb_ok,Single-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_energy_parse_ok_rate,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_abs_sum_min,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_n_conformer_success,Three-conformer xTB,0.0,0.0,0.0
single__xtb_q_Si_std,Single-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_n_atoms_range,Three-conformer xTB,0.0,0.0,0.0
cheap__v3__count_F,2D descriptors,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_abs_sum_max,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_n_atoms_std,Three-conformer xTB,0.0,0.0,0.0
cheap__v5__v5_gast_epair_F_F_count,2D descriptors,0.0,0.0,0.0
mc3__xtb_mc3_xtb_ok_lowe,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_ok_max,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_ok_mean,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_ok_min,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_ok_range,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_ok_std,Three-conformer xTB,0.0,0.0,0.0
mc3__xtb_mc3_xtb_q_Si_mean_lowe,Three-conformer xTB,0.0,0.0,0.0
