external_index,source_table,row_index,name,D,P,canonical_smiles,heavy_atoms,mol_wt,pred__cat_rank,pred__cat_raw,pred__lgbm_normal,pred__lgbm_rank,pred__lgbm_raw,pred__xgb_rank,pred__xgb_raw,P_pred__single_lgbm_raw,pred__vector_mu,score__cat_rank,score__cat_raw,score__lgbm_normal,score__lgbm_rank,score__lgbm_raw,score__xgb_rank,score__xgb_raw,score__vector_mu,D_score__final_eight_member,D_rank_desc,P_rank_desc,D_score__recomputed_subset
275,official_test,17,"N,N-Diethylformamide",4.329,62.014,CCN(C=O)CC,7,101.149,0.7568508073406766,4.298714577293836,0.6505645040195615,0.7568622758388244,4.208748953602757,0.7393652,1.4738176,71.70835446718414,4.188502311706543,0.9273743016759776,0.9162011173184358,0.8938547486033519,0.9217877094972068,0.8994413407821229,0.9553072625698324,0.9106145251396648,0.8715083798882681,0.9073754189944132,17,88,0.9552151428571427
210,official_train,222,"2-Bromo-N,N-diethylacetamide",4.183526,103.493,CCN(CC)C(=O)CBr,9,194.072,0.7001686156848864,4.066191722142986,0.5295975087709962,0.6756516170130146,4.11477082579067,0.6484547,1.0316215,101.03753443079654,4.006525039672852,0.888268156424581,0.88268156424581,0.8659217877094972,0.8659217877094972,0.88268156424581,0.8770949720670391,0.8379888268156425,0.8435754189944135,0.8555313966480447,28,40,0.9110022857142857
68,official_train,73,Triethylamine,0.634,72.674,CCN(CC)CC,7,101.193,0.0610822224243314,1.0270863491600335,-1.839499488696928,0.0724128417373361,1.0773842521028314,0.13450998,-1.8443905,83.27573451971847,0.1570552289485931,0.0893854748603352,0.1005586592178771,0.1117318435754189,0.0893854748603352,0.1117318435754189,0.1675977653631284,0.1005586592178771,0.0670391061452514,0.1014096089385474,163,60,0.09820999999999999
41,official_train,45,Hexaethylphosphoric triamide,4.228,171.194,CCN(CC)P(=O)(N(CC)CC)N(CC)CC,17,263.36599999999993,0.4701582667064082,2.711780267869532,-0.3250547499072875,0.4894002786440124,2.8393255518963274,0.452455,0.5228868,157.35711054558251,3.608108758926392,0.7821229050279329,0.664804469273743,0.659217877094972,0.776536312849162,0.7318435754189944,0.7541899441340782,0.7988826815642458,0.7988826815642458,0.7830891620111731,39,5,0.840124857142857
89,official_train,94,diethylamine,0.88,62.645,CCNCC,5,73.139,0.0906724516808629,1.2471343237073027,-1.640203564500006,0.1286778687229711,1.1999000290368762,0.12750892,-1.605909,59.10447100559229,0.2672760784626007,0.1173184357541899,0.1340782122905028,0.1284916201117318,0.1675977653631284,0.1284916201117318,0.1396648044692737,0.1229050279329608,0.0837988826815642,0.1186824581005586,160,114,0.11118999999999998
228,official_train,240,"Ethyl 2,2-dibromoacetate",3.42478,95.054667,CCOC(=O)C(Br)Br,8,245.89799999999997,0.3353911485706177,2.450116688153301,-0.3996521097354994,0.3414408811646095,2.4479052608277856,0.35891312,-0.3129233,90.2262205635852,2.4863126277923584,0.5642458100558659,0.5921787709497207,0.6368715083798883,0.6201117318435754,0.5865921787709497,0.6201117318435754,0.5977653631284916,0.664804469273743,0.6360578770949721,65,54,0.6725082857142857
268,official_test,10,Ethyl trichloroacetate,3.5,76.593,CCOC(=O)C(Cl)(Cl)Cl,9,191.441,0.4198252650316546,2.9821345299485467,-0.1745969036512829,0.4415468451795286,2.8938565693638587,0.41842356,0.1807662,87.71170763906989,2.8412561416625977,0.6927374301675978,0.7318435754189944,0.7541899441340782,0.7318435754189944,0.7430167597765364,0.6983240223463687,0.7094972067039106,0.7206703910614525,0.715573407821229,48,56,0.7636762857142857
38,official_train,41,Ethyl dichloroacetate,4.215,66.607,CCOC(=O)C(Cl)Cl,8,156.99599999999998,0.377364081603876,2.5763170181544135,-0.4174725830251154,0.3827137022716446,2.634851845370937,0.38298088,-0.04529968,76.37954200804276,2.8569202423095703,0.6424581005586593,0.6201117318435754,0.6256983240223464,0.6815642458100558,0.664804469273743,0.664804469273743,0.6927374301675978,0.7262569832402235,0.6976656983240224,52,75,0.7467448571428572
316,official_test,58,Bromoacetaldehyde diethyl acetal,3.476181,102.521333,CCOC(CBr)OCC,9,197.072,0.4390344596483776,2.990134911985381,-0.2591955394651402,0.4509048391371903,2.8324274095349464,0.4461926,-0.0114098,100.70627487052228,3.4162521362304688,0.7430167597765364,0.7430167597765364,0.7094972067039106,0.7430167597765364,0.7262569832402235,0.7374301675977654,0.6983240223463687,0.776536312849162,0.7497253631284916,45,41,0.8051968571428572
319,official_test,61,Ethanethiol,1.832,44.45577591,CCS,3,62.137,0.1720585247896503,1.654087321134732,-1.0929006509264954,0.1581335927302787,1.6732904435138485,0.16517597,-1.1279733,43.669068339163026,1.4650086164474487,0.2402234636871508,0.2234636871508379,0.2681564245810056,0.2346368715083799,0.2569832402234637,0.2402234636871508,0.2458100558659217,0.4134078212290503,0.3136531843575419,130,146,0.31424457142857143
318,official_test,60,Diethyl sulfide,1.747,69.42448591,CCSCC,5,90.191,0.1784786183242893,1.8068654194721796,-1.0370669457330113,0.16656000075716,1.72809352753046,0.13787073,-1.0870042,67.93787937055059,1.5507993698120115,0.2681564245810056,0.3128491620111732,0.3072625698324022,0.2625698324022346,0.2849162011173184,0.1787709497206704,0.2569832402234637,0.4301675977653631,0.3117999999999999,131,96,0.3136822857142857
85,official_train,90,diMe benzylamine,0.59,117.451,CN(C)Cc1ccccc1,10,135.20999999999998,0.1107226204726755,1.299526853315902,-1.6040679161224265,0.100539355229619,1.3303613933243794,0.16984387,-1.6505202,109.10749473435392,0.2886089384555816,0.1452513966480447,0.1452513966480447,0.1340782122905028,0.1229050279329608,0.1620111731843575,0.2569832402234637,0.1173184357541899,0.0893854748603352,0.1421740782122905,157,31,0.14455657142857142
271,official_test,13,Hexamethylphosphoric triamide,4.34,108.101,CN(C)P(=O)(N(C)C)N(C)C,11,179.204,0.5743101915600861,3.08663202244435,-0.2182157680367229,0.4979112010728647,3.0126732835376324,0.52928793,0.5882925,122.10908253655911,3.34194278717041,0.8156424581005587,0.776536312849162,0.7318435754189944,0.7877094972067039,0.7597765363128491,0.8100558659217877,0.8100558659217877,0.770949720670391,0.7891718435754189,38,16,0.8472585714285714
90,official_train,95,dimethylaniline,1.99,107.602,CN(C)c1ccccc1,9,121.18299999999996,0.2356439360856757,2.10501140234999,-0.9012081151601716,0.2197668247202275,2.101020360889063,0.22396056,-1.0043542,102.13067308209575,1.7034497261047363,0.4581005586592179,0.4916201117318435,0.435754189944134,0.4078212290502793,0.4972067039106145,0.4301675977653631,0.3016759776536313,0.4692737430167598,0.4255030167597765,99,38,0.442296
22,official_train,22,4-二甲氨基吡啶（目标分子）,4.8388,99.199,CN(C)c1ccncc1,9,122.17099999999996,0.6718157610101126,4.0357999829529385,0.5650803088811363,0.7008144201684688,3.9765274364108048,0.7026178,1.3674816,96.99460301155138,4.772382736206055,0.8659217877094972,0.8491620111731844,0.88268156424581,0.888268156424581,0.8603351955307262,0.9217877094972068,0.8994413407821229,0.9273743016759776,0.9148911731843576,14,42,0.9672888571428572
304,official_test,46,Sarcosine,5.84,52.30134949,CNCC(=O)O,6,89.09399999999998,0.2029001732559153,1.884021022246345,-0.8298422961736655,0.2047529748918858,1.8686562239119031,0.17758854,-0.72985506,51.061307894296576,0.9929479956626892,0.3743016759776536,0.3687150837988827,0.4916201117318435,0.3631284916201117,0.4078212290502793,0.2905027932960894,0.4636871508379888,0.2681564245810056,0.3181021229050279,127,127,0.3318285714285715
